                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     91,                 2.1181,                 2.2548,                 1.2635,                0.00395,                0.06667,                0.00246,                0.00025,                 4.2063,                 4.0359,                  2.989,               0.010098,               9.81e-05,               9.81e-05
                     92,                 2.1616,                 2.1696,                   1.31,                0.00466,                0.08889,                0.00306,                0.00031,                  4.183,                  3.979,                 2.9671,              0.0090902,             9.0181e-05,             9.0181e-05
                     93,                 1.9795,                 2.1631,                 1.4132,                0.00466,                0.08889,                0.00306,                0.00031,                  4.183,                  3.979,                 2.9671,              0.0080821,             8.2064e-05,             8.2064e-05
                     94,                 1.8456,                 2.1053,                 1.2856,                0.00466,                0.08889,                0.00306,                0.00031,                  4.183,                  3.979,                 2.9671,              0.0070737,             7.3749e-05,             7.3749e-05
                     95,                 2.2936,                 2.3175,                 1.5887,                0.00466,                0.08889,                0.00306,                0.00031,                  4.183,                  3.979,                 2.9671,              0.0060652,             6.5236e-05,             6.5236e-05
                     96,                 1.9556,                 2.0667,                 1.3402,                0.00532,                0.11111,                0.00363,                0.00036,                 4.1453,                 3.9551,                 2.9374,              0.0050565,             5.6525e-05,             5.6525e-05
                     97,                 2.2777,                 2.1382,                 1.2226,                0.00532,                0.11111,                0.00363,                0.00036,                 4.1453,                 3.9551,                 2.9374,              0.0040476,             4.7616e-05,             4.7616e-05
                     98,                 1.8594,                 2.0732,                 1.2823,                0.00532,                0.11111,                0.00363,                0.00036,                 4.1453,                 3.9551,                 2.9374,              0.0030385,             3.8509e-05,             3.8509e-05
                     99,                 2.1271,                 2.1709,                 1.2874,                0.00532,                0.11111,                0.00363,                0.00036,                 4.1453,                 3.9551,                 2.9374,              0.0020292,             2.9204e-05,             2.9204e-05
                    100,                 2.1198,                 2.2633,                 1.3909,                0.00573,                0.13333,                0.00418,                0.00042,                 4.0789,                 3.9128,                 2.9498,              0.0010197,             1.9701e-05,             1.9701e-05
